idno	author-short	title-short	identifier	author-name	wikidata-id	translation	num-authors	author-gender	author-nationality	author-birth-death	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	series	collection	subgenre	type	ISBN	translator(s)	title-original	publ-original	references	text-length	language	size	timeSlot	reprintCount	targetcorpus
Flanders_Trafiquants	Flanders	Trafiquants	Flanders_Trafiquants	Flanders, Rebecca	https://www.wikidata.org/wiki/Q1241726	yes	1	F			Les trafiquants de rêve		1996		1990s	Harlequin		Suspense	policier	populaire	2-280-16665-8					54082	fra	medium	T0	unspecified	no
Paoli_Bal	Paoli	Bal	Paoli_Bal	Paoli, Paul		no	1	M			Bal à Bâle		1962		1960s	Gallimard		Série noire	policier	populaire						53029	fra	medium	T0	unspecified	no
Simenon_Clochard	Simenon	Clochard	Simenon_Clochard	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret et le Clochard	1963			1960s				policier	populaire						35269	fra	short	T0	unspecified	no
BoileauNarcejac_Mauvais	BoileauNarcejac	Mauvais	BoileauNarcejac_Mauvais	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		Le Mauvais Oeil	1956			1950s				policier	populaire						32898	fra	short	T0	unspecified	no
SanxayHolding_Pied	SanxayHolding	Pied	SanxayHolding_Pied	Sanxay Holding, Elisabeth	https://www.wikidata.org/wiki/Q3051104	yes	1	F	USA		Au pied du mur		1953		1950s	Gallimard		Série noire	policier	populaire						62804	fra	medium	T0	unspecified	no
Marlowe_Heure	Marlowe	Heure	Marlowe_Heure	Marloew, Dan J.		yes	1	M			L'heure interminable		1970		1970s	Gallimard		Série noire	policier	populaire		Berg, M.				62082	fra	medium	T0	unspecified	no
Rosemoor_Pari	Rosemoor	Pari	Rosemoor_Pari	Rosemoor, Patricia		yes	1	F			Pari sur la vie		1996		1990s	Harlequin		Suspense	policier	populaire	2-280-16675-5					58504	fra	medium	T0	unspecified	no
BoileauNarcejac_Bois	BoileauNarcejac	Bois	BoileauNarcejac_Bois	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		Au Bois Dormant	1956			1950s				policier	populaire						24015	fra	short	T0	unspecified	no
Gerritsen_Appat	Gerritsen	Appat	Gerritsen_Appat	Gerritsen, Tess	https://www.wikidata.org/wiki/Q6950	yes	1	F			L'appât		1995		1990s	Harlequin		Suspense	policier	populaire	2-280-16660-7			1987		47639	fra	short	T0	unspecified	no
Attia_Alger	Attia	Alger	Attia_Alger	Attia, Maurice	https://www.wikidata.org/wiki/Q3300332	no	1	M	FRA		Alger la Noire		2006		2000s	Actes Sud		Babel noir	policier	populaire	2-7427-5914-X					82117	fra	medium	T0	unspecified	no
Simenon_Seul	Simenon	Seul	Simenon_Seul	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret et l'Homme Tout Seul	1971			1970s				policier	populaire						42186	fra	short	T0	unspecified	no
Magnan_Commissaire	Magnan	Commissaire	Magnan_Commissaire	Magnan, Pierre		no	1	M	FRA		Le Commissaire dans la truffière	1978			1970s				policier	populaire						64424	fra	medium	T0	unspecified	no
Rae_Skinner	Rae	Skinner	Rae_Skinner	Rae, Hugh C.	https://www.wikidata.org/wiki/Q18330768	yes	1	M			Skinner	1999	2001		1990s	Rivages		Rivages/Noir	policier	populaire	2-7436-0836-6	Chrestien, Michel		1965		87297	fra	medium	T0	unspecified	no
Stark_Parker	Stark	Parker	Stark_Parker	Stark, Richard		yes	1	M			Parker rafle la mise		1966		1960s	Gallimard		Série noire	policier	populaire						43612	fra	short	T0	unspecified	no
BoileauNarcejac_Second	BoileauNarcejac	Second	BoileauNarcejac_Second	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		Le Second Visage d'Arsène Lupin	1975	1986		1970s				policier	populaire						47874	fra	short	T0	unspecified	no
Page_Derive	Page	Derive	Page_Derive	Page, Alain		no	1	M	FRA		La dérive		1965		1960s	Fleuve Noir		Roman Special-Police	policier	populaire						40198	fra	short	T0	unspecified	no
JamesBi_Protection	JamesBi	Protection	JamesBi_Protection	James, Bill		yes	1	M			Protection		2004		2000s	Rivages		Rivages/Noir	policier	populaire	2-7436-1251-7	Bondil, Danièle / Bondil, Pierre		1988		86264	fra	medium	T0	unspecified	no
Thomas_Minute	Thomas	Minute	Thomas_Minute	Thomas, Bob		yes	1	M			La minute de mensonge		1966		1960s	Gallimard		Série noire	policier	populaire		Sollacaro, G.				30367	fra	short	T0	unspecified	no
Amila_Noces	Amila	Noces	Amila_Noces	Amila, Jean		no	1	M	FRA		Noces de soufre	1964	1964		1960s	Gallimard		Série noire	policier	populaire						51120	fra	short	T0	unspecified	no
Ebersohn_Nuit	Ebersohn	Nuit	Ebersohn_Nuit	Ebersohn, Wessel	https://www.wikidata.org/wiki/Q5626693	yes	1	M	ZAF		La nuit divisée	1989	1993		1980s	Rivages		Rivages/Noir	policier	populaire	2-86930-642-3	Prouteau, Hélène		1981		89148	fra	medium	T0	unspecified	no
Cross_Smiley	Cross	Smiley	Cross_Smiley	Cross, Amanda		yes	1	F	USA		Sur les pas de Smiley	1997	1999		1990s	Rivages		Rivages/Mystère	policier	populaire	2-7436-0564-2	Faure-Geors, Corinne		1995		59773	fra	medium	T0	unspecified	no
Pender_Mortelle	Pender	Mortelle	Pender_Mortelle	Pender, Laura	https://www.wikidata.org/wiki/Q6499305	yes	1	F			Mortelle ressemblance		1997		1990s	Harlequin		Suspense	policier	populaire	2-280-16690-0	Duchet-Filhol, Bénédicte				54319	fra	medium	T0	unspecified	no
LeeA_Seduction	LeeA	Seduction	LeeA_Seduction	Lee, Adrianne		yes	1	F			Séduction fatale		1997		1990s	Harlequin		Suspense	policier	populaire	2-280-16693-3					53415	fra	medium	T0	unspecified	no
White_Fin	White	Fin	White_Fin	White. Lionel		yes	1	M			Fin de soirée		1967		1960s	Gallimard		Série noire	policier	populaire		Guerbet, Roger				54233	fra	medium	T0	unspecified	no
Daeninckx_Mort	Daeninckx	Mort	Daeninckx_Mort	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		Mort au Premier Tour	1997			1990s				policier	populaire						52984	fra	short	T0	unspecified	no
Steiner_Pourvoyeurs	Steiner	Pourvoyeurs	Steiner_Pourvoyeurs	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							34737	fra	short	T0	unspecified	no
BoileauNarcejac_Ingenieur	BoileauNarcejac	Ingenieur	BoileauNarcejac_Ingenieur	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		L'Ingénieur aimait trop les Chiffres	1958			1950s				policier	populaire						47073	fra	short	T0	unspecified	no
Izzo_Kheops	Izzo	Kheops	Izzo_Kheops	Izzo, Jean-Claude		no	1	M	FRA		Total Khéops	1995			1990s				policier	populaire						74192	fra	medium	T0	unspecified	no
Magnan_Chronique	Magnan	Chronique	Magnan_Chronique	Magnan, Pierre		no	1	M	FRA		Chronique d'un château hanté	2008			2000s				policier	populaire						139232	fra	long	T0	unspecified	no
Whittington_Panne	Whittington	Panne	Whittington_Panne	Whittington, Harry		yes	1	M			La panne fantôme		1964		1960s	Gallimard		Série noire	policier	populaire		Sollacaro, G.				30722	fra	short	T0	unspecified	no
Sheckley_Victime	Sheckley	Victime	Sheckley_Victime	Sheckley, Robert	https://www.wikidata.org/wiki/Q333246	yes	1	M	USA		La dixième victime		1966		1960s	Gallimard		Série noire	policier	populaire		Fitzgerald, R.				36283	fra	short	T0	unspecified	no
BoileauNarcejac_Mort	BoileauNarcejac	Mort	BoileauNarcejac_Mort	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		La Mort a Dit : peut-être	1967			1960s				policier	populaire						48923	fra	short	T0	unspecified	no
Ryck_Autobiographie	Ryck	Autobiographie	Ryck_Autobiographie	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Autobiographie Tueur	1987			1980s				policier	populaire						62760	fra	medium	T0	unspecified	no
Stout_Cassette	Stout	Cassette	Stout_Cassette	Stout, Rex	https://www.wikidata.org/wiki/Q337351	yes	1	M			La Cassette rouge		1988		1980s	Rivages		Rivages/Mystère	policier	populaire	2-86930-139-1	Michel-Tyl, E.		1949		63764	fra	medium	T0	unspecified	no
Shore_Course	Shore	Course	Shore_Course	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							35537	fra	short	T0	unspecified	no
Pouy_Larchmutz	Pouy	Larchmutz	Pouy_Larchmutz	Pouy, Jean-Bernard	https://www.wikidata.org/wiki/Q1684705	no	1	M	FRA		Larchmütz 5632	1999			1990s				policier	populaire						48942	fra	short	T0	unspecified	no
Simenon_Peur	Simenon	Peur	Simenon_Peur	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret a Peur	1953			1950s				policier	populaire						42763	fra	short	T0	unspecified	no
Dard_Clientes	Dard	Clientes	Dard_Clientes	Dard, Frédéric		no	1	M	FRA		Des Clientes pour la Morgue	1953			1950s				policier	populaire						43954	fra	short	T0	unspecified	no
Dard_Concerto	Dard	Concerto	Dard_Concerto	Dard, Frédéric		no	1	M	FRA		Concerto pour porte-jarretelles	1976			1970s				policier	populaire						70128	fra	medium	T0	unspecified	no
Dard_Marchait	Dard	Marchait	Dard_Marchait	Dard, Frédéric		no	1	M	FRA		Quelqu'un Marchait sur ma Tombe	1963			1960s				policier	populaire						31182	fra	short	T0	unspecified	no
Daeninckx_Crime	Daeninckx	Crime	Daeninckx_Crime	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		Le Crime de Sainte-Adresse	2004			2000s				policier	populaire						16770	fra	short	T0	unspecified	no
Andrevon_Oeil	Andrevon	Oeil	Andrevon_Oeil	Andrevon, Jean-Pierre	https://www.wikidata.org/wiki/Q746118	no	1	M	FRA		L'Œil derrière l'épaule		2001		2000s	Le Masque		Romans d'aventures	policier	populaire	2-7024-3055-4					71142	fra	medium	T0	unspecified	no
Simenon_Voleur	Simenon	Voleur	Simenon_Voleur	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Le Voleur de Maigret	1967			1960s				policier	populaire						43942	fra	short	T0	unspecified	no
Dard_Alice	Dard	Alice	Dard_Alice	Dard, Frédéric		no	1	M	FRA		Alice aux Pays des Merguez	1986			1980s				policier	populaire						53822	fra	short	T0	unspecified	no
Pagan_Station	Pagan	Station	Pagan_Station	Pagan, Hugues	https://www.wikidata.org/wiki/Q3142655	no	1	M			Derniére station avant l'autoroute	2000	2016		2000s	Rivages		Rivages/Noir	policier	populaire	978-2-743-64234-1			1997		123036	fra	long	T0	unspecified	no
Dard_Bourreau	Dard	Bourreau	Dard_Bourreau	Dard, Frédéric		no	1	M	FRA		Le Bourreau Pleure	1956			1950s				policier	populaire						34946	fra	short	T0	unspecified	no
Vargas_Homme	Vargas	Homme	Vargas_Homme	Vargas, Fred	https://www.wikidata.org/wiki/Q237087	no	1	F	FRA		L'homme à l'envers	1999			1990s				policier	populaire						80633	fra	medium	T0	unspecified	no
Khadra_Automne	Khadra	Automne	Khadra_Automne	Khadra, Yasmina	https://www.wikidata.org/wiki/Q313182	no	1	M	DZA		Automne Chimeres	1998			1990s				policier	populaire						38056	fra	short	T0	unspecified	no
Vargas_Lieu	Vargas	Lieu	Vargas_Lieu	Vargas, Fred	https://www.wikidata.org/wiki/Q237087	no	1	F	FRA		Un lieu Incertain	2008			2000s				policier	populaire						100984	fra	long	T0	unspecified	no
Dantzig_Avion	Dantzig	Avion	Dantzig_Avion	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							55040	fra	medium	T0	unspecified	no
Japrisot_Adieu	Japrisot	Adieu	Japrisot_Adieu	Japrisot, Sébastien	https://www.wikidata.org/wiki/Q162917	no	1	M	FRA		Adieu l'Ami	1968			1960s				policier	populaire						35967	fra	short	T0	unspecified	no
KleinmannVinson_Bistouri	KleinmannVinson	Bistouri	KleinmannVinson_Bistouri	Kleinmann-Sigolène Vinson, Philippe		no	1	M			Bistouri blues		2007		2000s	Le Masque		Romans d'aventures	policier	populaire	978-2-7024-3322-5					53935	fra	medium	T0	unspecified	no
ViardZacharias_Roi	ViardZacharias	Roi	ViardZacharias_Roi	Viard, Henri / Zacharias, Bernard		no	1	M	FRA		Le roi des Mirmidous		1966		1960s	Gallimard		Série noire	policier	populaire						49189	fra	short	T0	unspecified	no
Malet_Ossements	Malet	Ossements	Malet_Ossements	Malet, Léo	https://www.wikidata.org/wiki/Q551757	no	1	M	FRA		Boulevard Ossements	1957			1950s				policier	populaire						46711	fra	short	T0	unspecified	no
Cecili_Bons	Cecili	Bons	Cecili_Bons	Cecili, Anne		no	1	F	FRA		Bons baisers du purgatoire		2003		2000s	Le Masque		Romans d'aventures	policier	populaire	2-7024-3108-9					45719	fra	short	T0	unspecified	no
Pelot_Jour	Pelot	Jour	Pelot_Jour	Pelot, Pierre	https://www.wikidata.org/wiki/Q363478	no	1	M	FRA		Le Jour de l'Enfant Tueur	1999			1990s				policier	populaire						55273	fra	medium	T0	unspecified	no
BoileauNarcejac_Coeur	BoileauNarcejac	Coeur	BoileauNarcejac_Coeur	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		À Coeur Perdu	1959			1950s				policier	populaire						50257	fra	short	T0	unspecified	no
Florentz_Correction	Florentz	Correction	Florentz_Correction	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							23692	fra	short	T0	unspecified	no
Simenon_Tend	Simenon	Tend	Simenon_Tend	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret Tend un Piège	1955			1950s				policier	populaire						40115	fra	short	T0	unspecified	no
Cook_Vices	Cook	Vices	Cook_Vices	Cook, Robin		yes	1	M	USA		Vices privés, vertus publiques	1993	1994		1990s	Rivages		Rivages/Noir	policier	populaire	2-86930-696-2	Gratias, Jean-Paul		1967		77992	fra	medium	T0	unspecified	no
Milliez_Inconnue	Milliez	Inconnue	Milliez_Inconnue	Milliez, Jacques	https://www.wikidata.org/wiki/Q16027720	no	1	M			L'inconnue du musée de l'homme		2008		2000s	Le Masque		Romans d'aventures	policier	populaire	978-2-7024-3412-3					43891	fra	short	T0	unspecified	no
Pennac_Fruits	Pennac	Fruits	Pennac_Fruits	Pennac, Daniel		no	1	M	FRA		Malaussene 6 Fruits Passion	1999			1990s				policier	populaire						40421	fra	short	T0	unspecified	no
Simenon_Lognon	Simenon	Lognon	Simenon_Lognon	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret, Lognon et les gangsters	1952			1950s				policier	populaire						44722	fra	short	T0	unspecified	no
Gaylord_Chute	Gaylord	Chute	Gaylord_Chute	Gaylorf, Otis H.		yes	1	M			La chute d'un caïd		1960		1960s	Gallimard		Série noire	policier	populaire		Bellac, André				65647	fra	medium	T0	unspecified	no
Benson_Dossier	Benson	Dossier	Benson_Dossier	Benson, Stéphanie		no	1	F	FRA		Le Dossier Lazare		2001		2000s	Rivages		Rivages/Noir	policier	populaire	2-7436-0781-5					50154	fra	short	T0	unspecified	no
Izzo_Chourmo	Izzo	Chourmo	Izzo_Chourmo	Izzo, Jean-Claude		no	1	M	FRA		Chourmo	1996			1990s				policier	populaire						75084	fra	medium	T0	unspecified	no
Chesbro_Bone	Chesbro	Bone	Chesbro_Bone	Chesbro, George		yes	1	M	USA		Bone	1991	1993		1990s	Rivages		Rivages/Noir	policier	populaire	978-2-86930-680-6	Esch, Jean		1989		133677	fra	long	T0	unspecified	no
Rollin_Bestialite	Rollin	Bestialite	Rollin_Bestialite	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							32677	fra	short	T0	unspecified	no
Pouy_Chasse	Pouy	Chasse	Pouy_Chasse	Pouy, Jean-Bernard	https://www.wikidata.org/wiki/Q1684705	no	1	M	FRA		La Chasse au Tatou dans la pampa argentine	1993			1990s				policier	populaire						28337	fra	short	T0	unspecified	no
Dard_Pipe	Dard	Pipe	Dard_Pipe	Dard, Frédéric		no	1	M	FRA		Ceci est bien un Pipe	1999			1990s				policier	populaire						50550	fra	short	T0	unspecified	no
Bizien_Mort	Bizien	Mort	Bizien_Mort	Bizien, Jean-Luc	https://www.wikidata.org/wiki/Q3167089	no	1	M	FRA		La mort en prime time		2002		2000s	Le Masque		Romans d'aventures	policier	populaire	2-7024-3086-4 52					100529	fra	medium	T0	unspecified	no
Duguel_Gargouille	Duguel	Gargouille	Duguel_Gargouille	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							30343	fra	short	T0	unspecified	no
Dard_Gala	Dard	Gala	Dard_Gala	Dard, Frédéric		no	1	M	FRA		Le Gala des Emplumés	1963			1960s				policier	populaire						41055	fra	short	T0	unspecified	no
Simenon_Belle	Simenon	Belle	Simenon_Belle	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		La Mort de Belle	1952			1950s				policier	populaire						48432	fra	short	T0	unspecified	no
Ryck_Voulez	Ryck	Voulez	Ryck_Voulez	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Voulez Vous Mourir	1973			1970s				policier	populaire						46851	fra	short	T0	unspecified	no
Florentz_Femme	Florentz	Femme	Florentz_Femme	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							40180	fra	short	T0	unspecified	no
Simenon_Grande	Simenon	Grande	Simenon_Grande	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret et la Grande Perche	1951			1950s				policier	populaire						41812	fra	short	T0	unspecified	no
Malet_Soleil	Malet	Soleil	Malet_Soleil	Malet, Léo	https://www.wikidata.org/wiki/Q551757	no	1	M	FRA		Le Soleil Naît derrière de Louvre	1954			1950s				policier	populaire						48732	fra	short	T0	unspecified	no
Daeninckx_Je	Daeninckx	Je	Daeninckx_Je	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		Je Tue il	2003			2000s				policier	populaire						18639	fra	short	T0	unspecified	no
Chandler_Dame	Chandler	Dame	Chandler_Dame	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							70462	fra	medium	T0	unspecified	no
Knight_Carnaval	Knight	Carnaval	Knight_Carnaval	Knight, Alicia	https://www.wikidata.org/wiki/Q113571079	yes	1	F			La carnaval de l'angoisse		1998		1990s	Harlequin		Suspense	policier	populaire	2-280-16723-9					46134	fra	short	T0	unspecified	no
Simenon_Ecole	Simenon	Ecole	Simenon_Ecole	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		Maigret à l'École	1954			1950s				policier	populaire						42812	fra	short	T0	unspecified	no
Fisher_Valise	Fisher	Valise	Fisher_Valise	Fisher, Laine		yes	1	F			J'ai fait la valise		1961		1960s	Gallimard		Série noire	policier	populaire		Peyran, Michel				50318	fra	medium	T0	unspecified	no
Delion_Quand	Delion	Quand	Delion_Quand	Delion, Jean	https://www.wikidata.org/wiki/Q3172921	no	1	M			Quand s'allongent les nababs		1966		1960s	Gallimard		Série noire	policier	populaire						55856	fra	medium	T0	unspecified	no
Amila_Lune	Amila	Lune	Amila_Lune	Amila, Jean		no	1	M	FRA		Lune Omaha	1964			1960s				policier	populaire						48735	fra	short	T0	unspecified	no
Daeninckx_Oublie	Daeninckx	Oublie	Daeninckx_Oublie	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		La Mort n'oublie personne	1989			1980s				policier	populaire						47100	fra	short	T0	unspecified	no
Simenon_Patience	Simenon	Patience	Simenon_Patience	Simenon, Georges	https://www.wikidata.org/wiki/Q128790	no	1	M	BEL		La Patience de Maigret	1965			1960s				policier	populaire						39994	fra	short	T0	unspecified	no
Ryck_Intentions	Ryck	Intentions	Ryck_Intentions	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Nos Intentions sont Pacifiques	1977			1970s				policier	populaire						52426	fra	medium	T0	unspecified	no
Ryck_Cimetiere	Ryck	Cimetiere	Ryck_Cimetiere	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Cimetiere Durs	1968			1960s				policier	populaire						42379	fra	short	T0	unspecified	no
Japrisot_Course	Japrisot	Course	Japrisot_Course	Japrisot, Sébastien	https://www.wikidata.org/wiki/Q162917	no	1	M	FRA		La Course du Lièvre à travers les champs	1972			1970s				policier	populaire						33992	fra	short	T0	unspecified	no
dOrmesson_Casimir	dOrmesson	Casimir	dOrmesson_Casimir	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							47351	fra	short	T0	unspecified	no
Rollin_Voyageuses	Rollin	Voyageuses	Rollin_Voyageuses	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							23309	fra	short	T0	unspecified	no
Wiazemsky_Annee	Wiazemsky	Annee	Wiazemsky_Annee	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							62595	fra	medium	T0	unspecified	no
Ryck_Paris	Ryck	Paris	Ryck_Paris	Ryck, Francis	https://www.wikidata.org/wiki/Q544562	no	1	M	FRA		Paris Mourir	1969			1960s				policier	populaire						48690	fra	short	T0	unspecified	no
Vargas_Pars	Vargas	Pars	Vargas_Pars	Vargas, Fred	https://www.wikidata.org/wiki/Q237087	no	1	F	FRA		Pars vite et reviens tard	2001			2000s				policier	populaire						96608	fra	medium	T0	unspecified	no
RobbeGrillet_Gommes	RobbeGrillet	Gommes	RobbeGrillet_Gommes	Robbe-Grillet, Alain		no	1	M	FRA		Les Gommes	1953			1950s				policier	populaire						74937	fra	medium	T0	unspecified	no
Cross_Mort	Cross	Mort	Cross_Mort	Cross, Amanda		yes	1	F	USA		Une mort si douce	1996	1998		1990s	Rivages		Rivages/Mystère	policier	populaire	2-7436-0402-6	Cheval, Catherine		1983		75775	fra	medium	T0	unspecified	no
Gremillon_Confident	Gremillon	Confident	Gremillon_Confident	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							67498	fra	medium	T0	unspecified	no
Latour_Accidenti	Latour	Accidenti	Latour_Accidenti	Latour, Pierre		no	1	M			Accidenti!		1961		1960s	Gallimard		Série noire	policier	populaire						39646	fra	short	T0	unspecified	no
Whittington_Pre	Whittington	Pre	Whittington_Pre	Whittington, Harry		yes	1	M			Le pré aux vaches		1961		1960s	Gallimard		Série noire	policier	populaire		Watkins, F.M.				50946	fra	medium	T0	unspecified	no
Hansen_Haut	Hansen	Haut	Hansen_Haut	Hansen, Joseph		yes	1	M			En haut des marches		1999		1990s	Rivages		Rivages/Noir	policier	populaire	2-7436-0556-1	Chaix-Morgiève, Émilie		1993		89394	fra	medium	T0	unspecified	no
Renard_Choisiras	Renard	Choisiras	Renard_Choisiras	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							67509	fra	medium	T0	unspecified	no
DavisMi_Homme	DavisMi	Homme	DavisMi_Homme	Davis, Mildred		yes	1	F			Un homme est mort	1994	1996		1990s	Rivages		Rivages/Mystère	policier	populaire	2-7436-0094-2	de Chergé, Gérard		1953		63562	fra	medium	T0	unspecified	no
Manchette_Princesse	Manchette	Princesse	Manchette_Princesse	Manchette, Jean-Patrick	https://www.wikidata.org/wiki/Q301951	no	1	M	FRA		La Princesse de Sang	1996			1990s				policier	populaire						43582	fra	short	T0	unspecified	no
Francis_Panique	Francis	Panique	Francis_Panique	Francis, Dick		yes	1	M			Panique au pesage		1964		1960s	Gallimard		Série noire	policier	populaire		Grégoire, Catherine				71238	fra	medium	T0	unspecified	no
Dard_Moi	Dard	Moi	Dard_Moi	Dard, Frédéric		no	1	M	FRA		Moi, Vous me Connaissez...?	1971			1970s				policier	populaire						61238	fra	medium	T0	unspecified	no
BoileauNarcejac_Maldonne	BoileauNarcejac	Maldonne	BoileauNarcejac_Maldonne	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		Maldonne	1962			1960s				policier	populaire						51121	fra	short	T0	unspecified	no
Manchette_Iris	Manchette	Iris	Manchette_Iris	Manchette, Jean-Patrick	https://www.wikidata.org/wiki/Q301951	no	1	M	FRA		Iris. Kulturkampf	1997			1990s				policier	populaire						15939	fra	short	T0	unspecified	no
Amila_Boucher	Amila	Boucher	Amila_Boucher	Amila, Jean		no	1	M	FRA		Le Boucher des Hurlus	1982			1980s				policier	populaire						50214	fra	short	T0	unspecified	no
Garcia_Faber	Garcia	Faber	Garcia_Faber	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							111259	fra	long	T0	unspecified	no
Venisse_Symphonie	Venisse	Symphonie	Venisse_Symphonie	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							35911	fra	short	T0	unspecified	no
Manchette_Qued	Manchette	Qued	Manchette_Qued	Manchette, Jean-Patrick	https://www.wikidata.org/wiki/Q301951	no	1	M	FRA		Que d'Os !	1976			1970s				policier	populaire						52213	fra	medium	T0	unspecified	no
Véry_Testament	Véry	Testament	Véry_Testament	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							53009	fra	medium	T0	unspecified	no
Behm_Cherche	Behm	Cherche	Behm_Cherche	Behm, Marc	https://www.wikidata.org/wiki/Q3287801	yes	1	M	USA		Et ne charche pas à savoir	1993	1996		1990s	Rivages		Rivages/Noir	policier	populaire	2-7436-0021-7	de Chergé, Gérard		1993		56358	fra	medium	T0	unspecified	no
Pourchet_Rome	Pourchet	Rome	Pourchet_Rome	Amila, Jean		no	1	M			Le Boucher des Hurlus	1982	1982		1980s				policier							41510	fra	short	T0	unspecified	no
Malet_Pas	Malet	Pas	Malet_Pas	Malet, Léo	https://www.wikidata.org/wiki/Q551757	no	1	M	FRA		Pas De Bavards à la Muette	1956			1950s				policier	populaire						61981	fra	medium	T0	unspecified	no
Amila_Bonne	Amila	Bonne	Amila_Bonne	Amila, Jean		no	1	M	FRA		Bonne Tisane	1955			1950s				policier	populaire						44737	fra	short	T0	unspecified	no
Harper_Hors	Harper	Hors	Harper_Hors	Harper, Madeline		yes	1	F			Les hors-la-loi		1997		1990s	Harlequin		Suspense	policier	populaire	2-280-16691-7					52174	fra	medium	T0	unspecified	no
Daeninckx_Play	Daeninckx	Play	Daeninckx_Play	Daeninckx, Didier	https://www.wikidata.org/wiki/Q1210536	no	1	M	FRA		Play-Back	1986			1980s				policier	populaire						47970	fra	short	T0	unspecified	no
Puard_Musique	Puard	Musique	Puard_Musique	Puard, Bertrand	https://www.wikidata.org/wiki/Q2899653	no	1	M			Musique de nuit		2001		2000s	Le Masque		Romans d'aventures	policier	populaire	2-7024-3028-7					80126	fra	medium	T0	unspecified	no
Ressi_Memoire	Ressi	Memoire	Ressi_Memoire	Michèle, Ressi	https://www.wikidata.org/wiki/Q3311682	no	1	F	FRA		La memoire des corps	1990	1990		1990s	Presses de la Cité			policier	populaire	9-782285-004386					53033	fra	medium	T0	unspecified	no
BoileauNarcejac_Secret	BoileauNarcejac	Secret	BoileauNarcejac_Secret	Boileau, Pierre / Narcejac, Thomas		no	1	M	FRA		Le Secret d'Eunerville	1973	1986		1970s				policier	populaire						52077	fra	short	T0	unspecified	no
Ransome_Veut	Ransome	Veut	Ransome_Veut	Ransome, Stephen	https://www.wikidata.org/wiki/Q16028088	yes	1	M			Elle ne veut!		1962		1960s	Gallimard		Série noire	policier	populaire		Fillion, J.				62866	fra	medium	T0	unspecified	no
Dard_Sale	Dard	Sale	Dard_Sale	Dard, Frédéric		no	1	M	FRA		Ma Sale Peau blanche	1958			1950s				policier	populaire						30846	fra	short	T0	unspecified	no
